,상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
14337,0,울산,개,믹스견,흰,수컷,아니오,경계심,2020-04-28
14338,0,울산,개,믹스견,흰,수컷,아니오,순함/검정목테착용,2020-04-28
14341,1,인천,개,말티즈,흰,암컷,아니오,작고 이쁨 모질이 좋음,2020-04-28
14342,0,인천,개,믹스견,흰,암컷,미상,4월추정/빨간목줄/귀연갈색,2020-04-28
14343,1,인천,개,믹스견,흰,수컷,예,부정교합/온순함/코살색/눈주의갈변,2020-04-28
14345,0,대구,개,믹스견,황,암컷,아니오,"빨간 목줄, 감기증세 있고 기력 없음",2020-04-28
14346,1,대구,개,푸들,흰,수컷,아니오,"미용, 한쪽 안구 없음",2020-04-28
14348,0,대구,개,믹스견,황,수컷,아니오,.,2020-04-28
14349,0,대구,개,말티즈,흰,암컷,미상,빨간색 가슴줄 착용,2020-04-28
14363,0,부산,개,믹스견,황,암컷,아니오,파란색+노란색목줄착용,2020-04-28
14364,0,부산,개,믹스견,흰,수컷,아니오,온순,2020-04-28
14366,1,서울,개,말티즈,흰,수컷,예,방울+노란목걸이/흰바탕+회색줄무늬+다리부분 남색 전신옷. 코검정/코에각질. 치석심함. 칩있음.,2020-04-28
14369,0,서울,개,말티즈,흰,수컷,예,코갈색/콧등점.꼬리/귀털 제외 짧게미용.몸곳곳작은혹.얌전함.백내장.피부질환.기침.,2020-04-28
14377,0,경남,개,믹스견,흰,암컷,아니오,동배새끼와 구조,2020-04-28
14383,0,경남,개,믹스견,흰,수컷,아니오,친숙함,2020-04-28
14388,1,경북,개,믹스견,황,수컷,아니오,사람잘따름,2020-04-28
14389,0,경북,개,믹스견,흰,암컷,미상,사나움,2020-04-28
14390,1,경북,개,믹스견,흰,암컷,미상,온순함,2020-04-28
14391,0,경북,개,믹스견,황,암컷,아니오,매우사나우며 공격적으로 달려듬,2020-04-28
14395,0,경북,개,믹스견,황,암컷,아니오,순함. 소심,2020-04-28
14397,0,전남,개,믹스견,흰,암컷,아니오,목걸이 미착용,2020-04-28
14399,1,전남,개,믹스견,흰,수컷,아니오,인형처럼 귀여움,2020-04-28
14400,0,전남,개,믹스견,흰,암컷,아니오,인형처럼 귀여움,2020-04-28
14402,0,전북,개,믹스견,흰,수컷,아니오,들개새끼/ 세마리 무리 생활,2020-04-28
14407,1,전북,개,믹스견,검,수컷,아니오,박스에 넣어 버려짐,2020-04-28
14412,0,전북,개,믹스견,흰,수컷,아니오,들개새끼/ 세마리 무리 생활,2020-04-28
14417,1,전북,개,믹스견,검,수컷,아니오,박스에 넣어 버려짐,2020-04-28
14423,0,충남,개,믹스견,흰,암컷,미상,5두 같이발견,2020-04-28
14427,0,충남,개,믹스견,흰,암컷,미상,5두 같이발견,2020-04-28
14428,0,충남,개,진도견,흰,수컷,미상,이상없음,2020-04-28
14439,0,충남,개,믹스견,흰,암컷,미상,"깔아져 있어요, 움직임 없이 누워만 있어요.",2020-04-28
14440,1,충남,개,푸들,황,수컷,아니오,"팥죽색 조끼입었어요, 유기한다는 편지와 함께 버려짐,7개월됨",2020-04-28
14442,1,충남,개,코카 스파니엘,황,수컷,예,692호(관리) 375호(공고) 착함 꼬리자른 단미견 피부상태 나쁨(피부병 의심),2020-04-28
14444,1,충남,개,믹스견,흰,수컷,아니오,690호(관리) 373호(공고) 1달추정 수유중 온순함,2020-04-28
14447,1,충북,개,포메라니안,흰,수컷,예,"미용 되어 있으며 목 주변 털이 짧음, 눈 주위 눈물자국이 심하며 아주 귀여운 물개 폼피츠",2020-04-28
14449,1,충북,개,믹스견,황,수컷,아니오,앞다리를 살짝 절뚝거려요. 사람을 아주 잘 따르고 눈이 호박색이에요.,2020-04-28
14451,1,충북,개,말티즈,흰,암컷,미상,순하고 얌전함 사상충음성,2020-04-28
14455,1,강원,개,믹스견,흰,암컷,아니오,어미견과함께발견,2020-04-28
14461,0,경기,개,라브라도 리트리버,황,수컷,아니오,사람을 잘따르고 순한편임,2020-04-28
14463,1,경기,개,믹스견,검,암컷,아니오,"도로변 발견, 몸에 상흔 있음, 목줄/목걸이 X (목걸이 자국은 있음)",2020-04-28
14464,1,경기,개,코카 스파니엘,흰,암컷,아니오,펫츠목줄 착용 순함,2020-04-28
14465,1,경기,개,재패니즈 스피츠,흰,암컷,아니오,체구가작고 온순함,2020-04-28
14470,1,경기,개,푸들,황,수컷,아니오,중성화,2020-04-28
14471,1,경기,개,골든 리트리버,황,암컷,아니오,갈색목줄 착용,2020-04-28
14472,0,경기,개,믹스견,황,수컷,아니오,탈수,2020-04-28
14473,1,경기,개,프렌치 불독,검,암컷,아니오,"가슴쪽 흰털, 엉덩이쪽 갈색털. 호기심 많지만 얌전함.",2020-04-28
14477,1,울산,개,포메라니안,황,수컷,아니오,유치있음,2020-04-28
14480,1,대전,개,믹스견,황,수컷,아니오,7개월 추정,2020-04-28
14481,0,광주,개,믹스견,흰,수컷,미상,20-0573 방이,2020-04-28
14482,0,광주,개,믹스견,흰,수컷,미상,"20-0570 통이, 목줄착용",2020-04-28
14483,1,광주,개,푸들,황,수컷,예,"20-0568 모아, 피부병",2020-04-28
14484,1,광주,개,말티즈,흰,수컷,예,20-0567 꼬미,2020-04-28
14485,1,광주,개,푸들,황,수컷,예,20-0571 앵두,2020-04-28
14488,0,대구,개,진도견,황,수컷,아니오,사고추정..앞다리골절의심.기립불능,2020-04-28
14489,1,부산,개,비숑 프리제,흰,수컷,예,수영1-34,2020-04-28
14492,1,서울,개,말티즈,흰,수컷,아니오,"털이지저분함,순하고사람잘따름,칩없음",2020-04-28
14494,1,서울,개,포메라니안,흰,수컷,예,눈물자국약간. 코갈색. 털때탐/오염. 머리/꼬리털 제외 짧게 미용. 사람따름. 털상태불량.,2020-04-27
14499,1,충남,개,믹스견,황,암컷,아니오,순한성격,2020-04-27
14502,1,경북,개,믹스견,흰,암컷,아니오,활발하고 친화적,2020-04-27
14504,0,전남,개,믹스견,흰,수컷,아니오,"기초접종,진드기 구제,사상충-양성",2020-04-27
14506,0,인천,개,믹스견,흰,수컷,아니오,"들개,온순",2020-04-27
14507,0,인천,개,믹스견,검,수컷,아니오,별무늬 검은색 목테 착용,2020-04-27
14510,1,경남,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-27
14512,1,경북,개,믹스견,흰,암컷,아니오,활발하고 친화적,2020-04-27
14514,0,전남,개,믹스견,흰,수컷,아니오,"기초접종,진드기 구제,사상충-양성",2020-04-27
14516,0,인천,개,믹스견,흰,수컷,아니오,"들개,온순",2020-04-27
14517,0,인천,개,믹스견,검,수컷,아니오,별무늬 검은색 목테 착용,2020-04-27
14520,1,경남,개,믹스견,흰,암컷,아니오,목줄없음,2020-04-27
14524,0,경남,개,믹스견,황,암컷,아니오,3개월령 같이 발견된 여러 무리 중 1마리,2020-04-27
14525,0,경남,개,믹스견,황,암컷,아니오,3개월령. 다른 동배무리 중 1마리.,2020-04-27
14527,0,경남,개,믹스견,흰,수컷,아니오,복슬복슬한 체모.,2020-04-27
14529,0,경남,개,믹스견,흰,암컷,아니오,흰색. 진도 체형,2020-04-27
14530,0,경남,개,믹스견,흰,수컷,아니오,6개월령 흰색.,2020-04-27
14531,0,경남,개,믹스견,흰,암컷,아니오,흰색. 복슬복슬한 체모.,2020-04-27
14533,1,충남,개,비숑 프리제,흰,수컷,미상,비숑프리제,2020-04-27
14534,1,대전,개,푸들,황,수컷,미상,주인반환,2020-04-27
14538,1,인천,개,믹스견,검,수컷,아니오,4개월령,2020-04-27
14542,1,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호2238)생후8개월, 임시보호",2020-04-27
14543,1,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호2237)생후8개월, 임시보호",2020-04-27
14545,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2235)생후7개월,2020-04-27
14546,0,제주,개,믹스견,흰,암컷,아니오,"(개체관리번호2234)생후11개월, 경계심",2020-04-27
14547,1,제주,개,믹스견,황,암컷,아니오,(개체관리번호2233)생후6개월,2020-04-27
14548,1,제주,개,믹스견,황,수컷,미상,(개체관리번호2232)파/빨목줄 착용,2020-04-27
14549,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2231)생후4개월,2020-04-27
14550,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2230)생후4개월,2020-04-27
14551,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2229)생후4개월,2020-04-27
14552,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2228)생후4개월,2020-04-27
14553,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2227)생후4개월,2020-04-27
14555,0,제주,개,믹스견,검,수컷,아니오,(개체관리번호2224)생후10개월,2020-04-27
14556,0,제주,개,믹스견,황,수컷,미상,(개체관리번호2222)경계심,2020-04-27
14557,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2221)생후8개월,2020-04-27
14558,1,제주,개,믹스견,흰,암컷,미상,"(개체관리번호2220)파란방울목줄 착용, 피부병",2020-04-27
14560,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2218)생후3개월,2020-04-27
14561,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2217)생후4개월,2020-04-27
14562,1,제주,개,믹스견,검,암컷,아니오,(개체관리번호2216)생후1개월,2020-04-27
14563,1,제주,개,믹스견,검,암컷,미상,(개체관리번호2215)생후1개월,2020-04-27
14564,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2214)경계심,2020-04-27
14566,0,제주,개,믹스견,흰,암컷,아니오,(개체관리번호2212)생후7개월,2020-04-27
14567,0,제주,개,믹스견,흰,수컷,아니오,(개체관리번호2211)생후4개월,2020-04-27
14568,0,제주,개,믹스견,황,암컷,아니오,(개체관리번호2210)생후1개월,2020-04-27
14571,0,제주,개,믹스견,흰,암컷,미상,(개체관리번호2207)경계심,2020-04-27
14572,0,제주,개,믹스견,황,수컷,미상,(개체관리번호2206),2020-04-27
14573,0,제주,개,믹스견,흰,수컷,미상,(개체관리번호2205)심장사상충,2020-04-27
14574,0,경남,개,믹스견,흰,수컷,아니오,사람을 피함,2020-04-27
14576,1,경남,개,말티즈,흰,암컷,아니오,친숙함,2020-04-27
14577,0,경남,개,믹스견,흰,암컷,아니오,교통사고,2020-04-27
14578,0,경남,개,믹스견,황,암컷,아니오,방울 목줄 착용,2020-04-27
14581,0,경남,개,믹스견,흰,암컷,미상,"575, 들개포획",2020-04-27
14584,1,경남,개,믹스견,흰,수컷,미상,목줄착용,2020-04-27
14585,1,경남,개,믹스견,흰,암컷,미상,"순함, 등에 약간의 상처가 있음",2020-04-27
14593,0,전남,개,믹스견,흰,수컷,아니오,"사람에 대한 경계심이 조금있으나, 대체적으로 건강함",2020-04-27
14594,0,전남,개,믹스견,흰,수컷,아니오,유기된 상태로 무리를 지어서 고구마 하우스에 난입,2020-04-27
14595,0,전남,개,믹스견,흰,암컷,미상,"사람에 대한 경계심이 조금있으나, 대체적으로 건강하며, 활동성이크다",2020-04-27
14596,0,전남,개,믹스견,황,암컷,아니오,"유기된 상태에서 마을에 적응하고, 민원을 만들어냄",2020-04-27
14597,0,전남,개,믹스견,황,암컷,아니오,"유기된 상태에서 마을에 적응하고, 민원을 만들어냄",2020-04-27
14598,1,전남,개,사모예드,흰,수컷,미상,"붉은목줄,사회성좋음,순함",2020-04-27
14600,1,전남,개,말티즈,흰,수컷,미상,"미용됨,주황,회색옷착용",2020-04-27
14605,1,경기,개,말티즈,흰,수컷,아니오,보라색목걸이. 코검정. 콧물. 기침 약간. 부정교합. 사람좋아함. 활발함. 외이염. 피부질환.,2020-04-27
14606,1,경기,개,골든 리트리버,황,암컷,미상,양눈눈물자국약간. 코분홍. 매우얌전함. 순함. 낑낑거림.,2020-04-27
14615,1,경기,개,말티즈,흰,수컷,아니오,보라색목걸이. 코검정. 콧물. 기침 약간. 부정교합. 사람좋아함. 활발함. 외이염. 피부질환.,2020-04-27
14616,1,경기,개,골든 리트리버,황,암컷,미상,양눈눈물자국약간. 코분홍. 매우얌전함. 순함. 낑낑거림.,2020-04-27
14622,0,경기,개,푸들,황,수컷,예,코갈색. 얌전. 사람좋아함. 낑낑댐. 꼬리단미됨. 털상태 양호. 백내장.,2020-04-27
14623,1,경기,개,말티즈,흰,암컷,미상,사람을 잘 따름,2020-04-27
14624,0,울산,개,믹스견,황,수컷,아니오,경계심 심함/닭.토끼 물어죽임/진드기 있음/강동경찰서 인계,2020-04-27
14626,0,울산,개,믹스견,흰,암컷,아니오,경계심 심함/사나움/진드기 있음/닭.토끼물어죽임/강동경찰서 인계,2020-04-27
